id,periodo,central,agente,agente_descripcion,region,categoria_region,tipo_maquina,fuente_generacion,tecnologia,potencia_instalada_mw,fecha_proceso,lote_id_log,mes,indice_tiempo,anio
13399,2019-07-01 00:00:00,PARA,CTPARANG,CT PARANA - EMGASUD,LITORAL,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,40,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13400,2019-07-01 00:00:00,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,Patagonia,TG,Térmica,Ciclos Combinados,76.4,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13401,2019-07-01 00:00:00,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,Patagonia,TV,Térmica,Ciclos Combinados,48.7,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13402,2019-07-01 00:00:00,PBANHI,HCERROCG,HIDR. CERROS COLORADOS S.A.,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,472,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13403,2019-07-01 00:00:00,PICA,CTPINDSG,CT PARQUE INDUSTR.CATAM-SECCO,NOROESTE,Noa,DI,Térmica,Motor Diesel,15,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13404,2019-07-01 00:00:00,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,Centro,TG,Térmica,Ciclos Combinados,330,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13405,2019-07-01 00:00:00,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,Centro,TV,Térmica,Ciclos Combinados,136,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13406,2019-07-01 00:00:00,PILA,EPECORDG,EPEC GENERACION,CENTRO,Centro,TV,Térmica,Turbovapor,200,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13407,2019-07-01 00:00:00,PIQI,CTPIQUIG,CENTRAL TERMICA PIQUIRENDA,NOROESTE,Noa,DI,Térmica,Motor Diesel,30.4,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13408,2019-07-01 00:00:00,PIRA,CTPIRASG,CT PIRANE - SULLAIR,NORESTE,Nea,DI,Térmica,Motor Diesel,16.25,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13409,2019-07-01 00:00:00,PMAD,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Patagonia,TG,Térmica,Turbina a gas,42,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13410,2019-07-01 00:00:00,PMORHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HR,Renovable,Hidráulica Renovable,6.3,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13411,2019-07-01 00:00:00,PNUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TV,Térmica,Turbovapor,589,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13412,2019-07-01 00:00:00,POSA,EMISSANG,EMSA GENERACION,NORESTE,Nea,TG,Térmica,Turbina a gas,21,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13413,2019-07-01 00:00:00,PPAT,CTPATRTG,CT PASO LA PATRIA-TURBODISEL,NORESTE,Nea,DI,Térmica,Motor Diesel,7.2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13414,2019-07-01 00:00:00,PPLEHI,PPLEUFUG,PICHI PICUN LEUFU,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,285,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13415,2019-07-01 00:00:00,PPNO,GENELTUG,GENERADORA ELEC.TUCUMAN SA,NOROESTE,Noa,TG,Térmica,Turbina a gas,232,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13416,2019-07-01 00:00:00,PTR1,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Patagonia,TG,Térmica,Turbina a gas,45,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13417,2019-07-01 00:00:00,PVIEHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Noa,HR,Renovable,Hidráulica Renovable,15,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13418,2019-07-01 00:00:00,QULLHI,QULLUMJG,QUEBRADA ULLUM - EPSE,CUYO,Cuyo,HR,Renovable,Hidráulica Renovable,45,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13419,2019-07-01 00:00:00,RAFA,CTRAFASG,CT RAFAELA - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,19.2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13420,2019-07-01 00:00:00,RAW1EO,PERAWS1G,P.EOLICO RAWSON I - ENARSA,PATAGONICA,Patagonia,EO,Renovable,Eólica,52.5,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13421,2019-07-01 00:00:00,RAW2EO,PERAWS2G,P.EOLICO RAWSON II - ENARSA,PATAGONICA,Patagonia,EO,Renovable,Eólica,31.15,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13422,2019-07-01 00:00:00,RCUA,EPECORDG,EPEC GENERACION,CENTRO,Centro,TG,Térmica,Turbina a gas,32,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13423,2019-07-01 00:00:00,REAL,CTREALSG,CT REALICO - SECCO,COMAHUE,Comahue,DI,Térmica,Motor Diesel,24,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13424,2019-07-01 00:00:00,REOLHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HR,Renovable,Hidráulica Renovable,33,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13425,2019-07-01 00:00:00,RESC,CTREMEAG,C.T.REMED.DE ESCALADA -AGGREKO,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,25,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13426,2019-07-01 00:00:00,RGDEHB,EPECORDG,EPEC GENERACION,CENTRO,Centro,HB,Hidráulica,Hidráulica,750,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13427,2019-07-01 00:00:00,RHONHI,HRHONDOG,HIDROELECTRICA RIO HONDO SA,NOROESTE,Noa,HR,Renovable,Hidráulica Renovable,17.5,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13428,2019-07-01 00:00:00,ROCA,CTROCARG,CT ROCA SA,COMAHUE,Comahue,TG,Térmica,Ciclos Combinados,130,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13429,2019-07-01 00:00:00,ROCA,CTROCARG,CT ROCA SA,COMAHUE,Comahue,TV,Térmica,Ciclos Combinados,60,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13430,2019-07-01 00:00:00,ROMEHI,CHJROMEG,CENTRAL JULIAN ROMERO 5 SALTOS,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,6.2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13431,2019-07-01 00:00:00,RREYHI,HREYESYG,HIDROELECTRICA REYES EJSEDSA,NOROESTE,Noa,HR,Renovable,Hidráulica Renovable,7,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13432,2019-07-01 00:00:00,RSAU,CTMEDANG,C.MEDANITOS-RINCON SAUCES,COMAHUE,Comahue,DI,Térmica,Motor Diesel,32,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13433,2019-07-01 00:00:00,RTER,GENCORDG,GENERADORA CORDOBA S.A.,CENTRO,Centro,TG,Térmica,Turbina a gas,26,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13434,2019-07-01 00:00:00,RUFI,CTRUFING,CT RUFINO Sta Fe - ENARSA,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,31.9,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13435,2019-07-01 00:00:00,SALOHI,CHSLOMAG,C.H. SALTO DE LA LOMA,CUYO,Cuyo,MH,Renovable,Hidráulica Renovable,0.55,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13436,2019-07-01 00:00:00,SANDHI,SALANDEG,CENTRAL SALTO ANDERSEN,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,7.9,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13437,2019-07-01 00:00:00,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,CUYO,Cuyo,TG,Térmica,Turbina a gas,30,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13438,2019-07-01 00:00:00,SCTP,EDEABA1G,EDEA GENERACION,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,14,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13439,2019-07-01 00:00:00,SFRA,EPECORDG,EPEC GENERACION,CENTRO,Centro,TG,Térmica,Turbina a gas,39,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13440,2019-07-01 00:00:00,SGDEHIAR,CTMSALGG,CTM SALTO GRANDE,LITORAL,Gba - Litoral - Buenos Aires,HI,Hidráulica,Hidráulica,945,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13441,2019-07-01 00:00:00,SGUIHI,CHSGUILG,C.H. SAN GUILLERMO SIEyE,CUYO,Cuyo,MH,Renovable,Hidráulica Renovable,0.1,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13442,2019-07-01 00:00:00,SJUAFV,PFOTOSJG,PTA FOTOVOLTAICA S.JUAN I-EPSE,CUYO,Cuyo,FV,Renovable,Solar,1.2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13443,2019-07-01 00:00:00,SMAN,CTSMNO3G,C.T.SAN MARTIN NORTE 3- ENARSA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,BG,Renovable,Biogas,5.1,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13444,2019-07-01 00:00:00,SMAR,EDECATKG,EDECAT GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,2.8,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13445,2019-07-01 00:00:00,SMARHI,GEMSAMEG,GENERADORA ELECTRICA MENDOZ.SA,CUYO,Cuyo,HR,Renovable,Hidráulica Renovable,6.48,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13446,2019-07-01 00:00:00,SMIG,CTSAMING,CT SAN MIGUEL NORTE III-ENARSA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,BG,Renovable,Biogas,11.5,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13447,2019-07-01 00:00:00,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,Noa,TG,Térmica,Ciclos Combinados,230.7,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13448,2019-07-01 00:00:00,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,Noa,TV,Térmica,Ciclos Combinados,151.3,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13449,2019-07-01 00:00:00,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,25,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13450,2019-07-01 00:00:00,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,Gba - Litoral - Buenos Aires,TV,Térmica,Turbovapor,650,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13451,2019-07-01 00:00:00,SOES,EPECORDG,EPEC GENERACION,CENTRO,Centro,TG,Térmica,Turbina a gas,100,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13452,2019-07-01 00:00:00,SORR,CTSORREG,C.TERMICA SORRENTO,LITORAL,Gba - Litoral - Buenos Aires,TV,Térmica,Turbovapor,217,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13453,2019-07-01 00:00:00,SPE2,CTSAE2AG,CT SAENZ PEÑA II- AGGREKO,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13454,2019-07-01 00:00:00,SPEN,CTSAENAG,CT SAENZ PEÑA - APR ENERGY,NORESTE,Nea,DI,Térmica,Motor Diesel,20,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13455,2019-07-01 00:00:00,SROQHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HR,Renovable,Hidráulica Renovable,24,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13456,2019-07-01 00:00:00,SROS,CTSROSTG,CT SANTA ROSA -TURBODISEL,NORESTE,Nea,DI,Térmica,Motor Diesel,7.2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13457,2019-07-01 00:00:00,SVIC,CTSANVIG,CT SAN VICENTE BsAs - ENARSA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,27.6,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13458,2019-07-01 00:00:00,TAND,TERMOANG,C.T. SALTA (TERMOANDES),NOROESTE,Noa,TG,Térmica,Ciclos Combinados,416,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13459,2019-07-01 00:00:00,TAND,TERMOANG,C.T. SALTA (TERMOANDES),NOROESTE,Noa,TV,Térmica,Ciclos Combinados,226.7,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13460,2019-07-01 00:00:00,TERV,CTTERESG,CT TEREVINTOS - SECCO,NOROESTE,Noa,DI,Térmica,Motor Diesel,8,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13461,2019-07-01 00:00:00,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,LITORAL,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,584.84,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13462,2019-07-01 00:00:00,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,LITORAL,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,280.3,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13463,2019-07-01 00:00:00,TINO,CTTINOSG,CT TINOGASTA - SULLAIR,NOROESTE,Noa,DI,Térmica,Motor Diesel,15,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13464,2019-07-01 00:00:00,TORDEO,CETORDIG,CE EL TORDILLO-VIENTO PATAGON,PATAGONICA,Patagonia,EO,Renovable,Eólica,3,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13465,2019-07-01 00:00:00,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,Noa,TG,Térmica,Ciclos Combinados,288.4,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13466,2019-07-01 00:00:00,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,Noa,TV,Térmica,Ciclos Combinados,158.6,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13467,2019-07-01 00:00:00,TUNAHI,AESJURAG,AES JURAMENTO,NOROESTE,Noa,HR,Renovable,Hidráulica Renovable,10.52,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13468,2019-07-01 00:00:00,ULLUHI,HTSANJUG,HIDROTERMICA SAN JUAN,CUYO,Cuyo,HR,Renovable,Hidráulica Renovable,42,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13469,2019-07-01 00:00:00,VANG,CTVANGAG,CT VILLA ANGELA - AGGREKO,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13470,2019-07-01 00:00:00,VGAD,CTGVILAG,CT GRAL. VILLEGAS - AGGREKO,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,23.5,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13471,2019-07-01 00:00:00,VGEP,CEVIGE3G,COOP. VILLA GESELL GENERACIÓN,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,2.96,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13472,2019-07-01 00:00:00,VGES,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,45,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13473,2019-07-01 00:00:00,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,80,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13474,2019-07-01 00:00:00,VIAL,CTVIALAG,CT VIALE - AGGREKO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,10,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13475,2019-07-01 00:00:00,VMAR,EPECORDG,EPEC GENERACION,CENTRO,Centro,TG,Térmica,Turbina a gas,48,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13476,2019-07-01 00:00:00,VOBL,CTVOBLIG,CT VUELTA DE OBLIGADO,LITORAL,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,566.565,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13477,2019-07-01 00:00:00,VOBL,CTVOBLIG,CT VUELTA DE OBLIGADO,LITORAL,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,280,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13478,2019-07-01 00:00:00,VTUD,CTVTUESG,CT VENADO TUERTO - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,19.2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13479,2019-07-01 00:00:00,YACYHI,YACYRETG,E.B. YACYRETA,NORESTE,Nea,HI,Hidráulica,Hidráulica,2745,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13480,2019-07-01 00:00:00,DIVIHI,APELPALD,APELP,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,10,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13481,2019-07-01 00:00:00,GROCHI,EDERSARD,EMP DE ENERGIA DE RIO NEGRO SA,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13482,2019-07-01 00:00:00,CACVHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Cuyo,HR,Renovable,Hidráulica Renovable,9,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13483,2019-07-01 00:00:00,NPOM,CTNPOMPG,CT NUEVA POMPEYA - ENARSA,NORESTE,Nea,DI,Térmica,Motor Diesel,4,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13484,2019-07-01 00:00:00,SANA,EMISSANG,EMSA GENERACION,NORESTE,Nea,DI,Térmica,Motor Diesel,0.72,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13485,2019-07-01 00:00:00,PALM,CTPALARG,CT PALMAR LARGO - ENARSA,NORESTE,Nea,DI,Térmica,Motor Diesel,3,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13486,2019-07-01 00:00:00,SFR2,EPECORDG,EPEC GENERACION,CENTRO,Centro,DI,Térmica,Motor Diesel,16.8,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13487,2019-07-01 00:00:00,SSAL,CTSSALVG,CT SAN SALVADOR E.Rios -ENARSA,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,10.8,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13488,2019-07-01 00:00:00,BERI,EMISSANG,EMSA GENERACION,NORESTE,Nea,DI,Térmica,Motor Diesel,2.096,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13489,2019-07-01 00:00:00,PROC,CTPROCAG,CT PRESIDENCIA ROCA,NORESTE,Nea,DI,Térmica,Motor Diesel,6,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13490,2019-07-01 00:00:00,BAND,CTBANDEG,CT BANDERA SgoEstero - ENARSA,NOROESTE,Noa,DI,Térmica,Motor Diesel,31,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13491,2019-07-01 00:00:00,SCHA,CTSMARTG,CT SAN MARTIN Chaco,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13492,2019-07-01 00:00:00,COSM,COSTANDG,MOTOGENERADORES COSTANERA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,35.6,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13493,2019-07-01 00:00:00,RCHI,CTRIOCHG,CT RIO CHICO - SPSE,PATAGONICA,Patagonia,TG,Térmica,Turbina a gas,35,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13494,2019-07-01 00:00:00,HUMA,EJUESAYG,EMP.JUJENIA DE ENER.GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,1.62,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13495,2019-07-01 00:00:00,JUMEEO,CEOJUMEG,C.EOLICA EL JUME Sgo del Ester,NOROESTE,Noa,EO,Renovable,Eólica,8,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13496,2019-07-01 00:00:00,BARD,CTBQUERG,CT BARRANQUERAS Chaco- ENARSA,NORESTE,Nea,DI,Térmica,Motor Diesel,21.7,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13497,2019-07-01 00:00:00,PNEGHI,CHPNEGRG,C.H.PUNTA NEGRA - EPSE,CUYO,Cuyo,HI,Hidráulica,Hidráulica,63.28,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13498,2019-07-01 00:00:00,OLPA,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,1.76,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13499,2019-07-01 00:00:00,LROB,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,0.01,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13500,2019-07-01 00:00:00,PZUE,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,2.64,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13501,2019-07-01 00:00:00,TELL,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,3.52,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13502,2019-07-01 00:00:00,CHEP,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,5.6,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13503,2019-07-01 00:00:00,BRA2,CTBRAG2G,CT BRAGADO 2 - GENNEIA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,58.5,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13504,2019-07-01 00:00:00,MDP2,CT9JULIG,CT 9 de JULIO C Cost ATLANTICA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,94.74,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13505,2019-07-01 00:00:00,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Noa,DI,Térmica,Motor Diesel,91,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13506,2019-07-01 00:00:00,SERT,CTRTERCG,CT RIO TERCERO II - SoENERGY,CENTRO,Centro,TG,Térmica,Turbina a gas,60,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13507,2019-07-01 00:00:00,ROJO,CTGROJOG,CT GENERAL ROJO,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,150.999,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13508,2019-07-01 00:00:00,ROJO,CTGROJ2G,CT GENERAL ROJO CIERRE CC,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,50.6,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13509,2019-07-01 00:00:00,BRA3,CTBRAG3G,CT BRAGADO 3 - GENNEIA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,61.2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13510,2019-07-01 00:00:00,SAL2,CTSALT2G,CT SALTO 2 - SoENERGY,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,63,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13511,2019-07-01 00:00:00,OCAM,CTVOCAMG,CT VILLA OCAMPO - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,50.35,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13512,2019-07-01 00:00:00,DFUM,EPECORDG,EPEC GENERACION,CENTRO,Centro,DI,Térmica,Motor Diesel,3.12,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13513,2019-07-01 00:00:00,BRC1,CBIORC1G,CENTRAL BIOELECTRICA R.CUARTO1,CENTRO,Centro,BG,Renovable,Biogas,2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13514,2019-07-01 00:00:00,ZAPA,CTZAPPAG,CT ZAPPALORTO - APR ENERGY,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,109.04,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13515,2019-07-01 00:00:00,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,81.088,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13516,2019-07-01 00:00:00,IND1,CTINDEPG,CT INDEPEND. ETAPA1 G MEDITERR,NOROESTE,Noa,TG,Térmica,Turbina a gas,49.6,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13517,2019-07-01 00:00:00,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,67.232,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13518,2019-07-01 00:00:00,RESCHI,PAHRESCG,PAH RIO ESCONDIDO-PATAG,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,7.2,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13519,2019-07-01 00:00:00,YANQ,YANQUETG,BIO ENERGÍA YANQUETRUZ S.A.,CENTRO,Centro,BG,Renovable,Biogas,1.5,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13520,2019-07-01 00:00:00,PILB,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,100.398,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13521,2019-07-01 00:00:00,ANCH,CTANCHOG,CT ANCHORIS - METHAX,CUYO,Cuyo,DI,Térmica,Motor Diesel,40,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13522,2019-07-01 00:00:00,MATE,CTMATH2G,CT MATHEU II - APR ENERGY,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,229,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13523,2019-07-01 00:00:00,EZEI,CTEZEI2G,CT EZEIZA ETAPA2 G MEDITERRANE,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,50,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13524,2019-07-01 00:00:00,EZEI,CTEZEIZG,CT EZEIZA ETAPA1 G MEDITERRANE,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,102.1,2019-09-11 15:24:23.004244,52,07,2019-07,2019
13525,2019-07-01 00:00:00,LCAM,CTLCAMPG,CT LOMA CAMPANA 1 -YPF,COMAHUE,Comahue,TG,Térmica,Turbina a gas,105,2019-09-11 15:24:23.004244,52,07,2019-07,2019
