id,periodo,central,agente,agente_descripcion,region,categoria_region,tipo_maquina,fuente_generacion,tecnologia,potencia_instalada_mw,fecha_proceso,lote_id_log,mes,indice_tiempo,anio
2,2015-10-01 00:00:00,ABRO,CTBROWNG,C.T. ALMIRANTE BROWN,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,25,2018-10-08 15:47:17.851306,4,10,2015-10,2015
3,2015-10-01 00:00:00,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Comahue,TG,Térmica,Ciclos Combinados,184.4,2018-10-08 15:47:17.851306,4,10,2015-10,2015
4,2015-10-01 00:00:00,ADTOHI,HIDIAMAG,H. DIAMANTE SA,CUYO,Cuyo,HI,Hidráulica,Hidráulica,150,2018-10-08 15:47:17.851306,4,10,2015-10,2015
5,2015-10-01 00:00:00,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,525.96,2018-10-08 15:47:17.851306,4,10,2015-10,2015
6,2015-10-01 00:00:00,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,319.3,2018-10-08 15:47:17.851306,4,10,2015-10,2015
7,2015-10-01 00:00:00,ALEM,CTALEMAG,CT ALEM - AGGREKO,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2018-10-08 15:47:17.851306,4,10,2015-10,2015
8,2015-10-01 00:00:00,ALICHI,HALICURG,AES ALICURA.,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,1050,2018-10-08 15:47:17.851306,4,10,2015-10,2015
9,2015-10-01 00:00:00,ALUM,CTALUMSG,CT ALUMINÉ - SECCO,COMAHUE,Comahue,DI,Térmica,Motor Diesel,6.3,2018-10-08 15:47:17.851306,4,10,2015-10,2015
10,2015-10-01 00:00:00,AMEGHI,HAMEGHIG,HIDROELECTRICA AMEGHINO SA,PATAGONICA,Patagonia,HI,Hidráulica,Hidráulica,46.8,2018-10-08 15:47:17.851306,4,10,2015-10,2015
11,2015-10-01 00:00:00,ANAT,CTANA2SG,CT AÑATUYA II - SULLAIR,NOROESTE,Noa,DI,Térmica,Motor Diesel,11.5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
12,2015-10-01 00:00:00,ANAT,CTANATSG,CT AÑATUYA - SULLAIR,NOROESTE,Noa,DI,Térmica,Motor Diesel,19.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
13,2015-10-01 00:00:00,ARA2EO,PEARAU2G,PARQUE EOLICO ARAUCO II SAPEM,NOROESTE,Noa,EO,Renovable,Eólica,25.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
14,2015-10-01 00:00:00,ARAUEO,PEARAUCG,PARQUE EOLICO ARAUCO SAPEM,NOROESTE,Noa,EO,Renovable,Eólica,25.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
15,2015-10-01 00:00:00,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,163.3,2018-10-08 15:47:17.851306,4,10,2015-10,2015
16,2015-10-01 00:00:00,ARIS,CTARIVSG,CT ARISTOBU.DEL VALLE-SOENERGY,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2018-10-08 15:47:17.851306,4,10,2015-10,2015
17,2015-10-01 00:00:00,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,23.37,2018-10-08 15:47:17.851306,4,10,2015-10,2015
18,2015-10-01 00:00:00,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,10.4,2018-10-08 15:47:17.851306,4,10,2015-10,2015
19,2015-10-01 00:00:00,ARRE,CTARREAG,CT ARRECIFES-AGGREKO,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,20,2018-10-08 15:47:17.851306,4,10,2015-10,2015
20,2015-10-01 00:00:00,ARROHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,127.8,2018-10-08 15:47:17.851306,4,10,2015-10,2015
21,2015-10-01 00:00:00,ATU2,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,Gba - Litoral - Buenos Aires,NU,Nuclear,Nuclear,720.3,2018-10-08 15:47:17.851306,4,10,2015-10,2015
22,2015-10-01 00:00:00,ATUC,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,Gba - Litoral - Buenos Aires,NU,Nuclear,Nuclear,362,2018-10-08 15:47:17.851306,4,10,2015-10,2015
23,2015-10-01 00:00:00,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Comahue,TG,Térmica,Ciclos Combinados,50,2018-10-08 15:47:17.851306,4,10,2015-10,2015
24,2015-10-01 00:00:00,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Comahue,TG,Térmica,Turbina a gas,16,2018-10-08 15:47:17.851306,4,10,2015-10,2015
25,2015-10-01 00:00:00,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Comahue,TV,Térmica,Ciclos Combinados,30,2018-10-08 15:47:17.851306,4,10,2015-10,2015
26,2015-10-01 00:00:00,BARI,CTBARISG,CT BARILOCHE -SOENERGY,COMAHUE,Comahue,DI,Térmica,Motor Diesel,20,2018-10-08 15:47:17.851306,4,10,2015-10,2015
27,2015-10-01 00:00:00,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,Gba - Litoral - Buenos Aires,TV,Térmica,Turbovapor,620,2018-10-08 15:47:17.851306,4,10,2015-10,2015
28,2015-10-01 00:00:00,BLOP,CTBRILOG,CT BRIGADIER LOPEZ - ENARSA,LITORAL,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,280,2018-10-08 15:47:17.851306,4,10,2015-10,2015
29,2015-10-01 00:00:00,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,49.8,2018-10-08 15:47:17.851306,4,10,2015-10,2015
30,2015-10-01 00:00:00,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,385.7,2018-10-08 15:47:17.851306,4,10,2015-10,2015
31,2015-10-01 00:00:00,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,218.5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
32,2015-10-01 00:00:00,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,103.1,2018-10-08 15:47:17.851306,4,10,2015-10,2015
33,2015-10-01 00:00:00,BVIL,CTBELLSG,CT BELL VILLE - SULLAIR,CENTRO,Centro,DI,Térmica,Motor Diesel,15.6,2018-10-08 15:47:17.851306,4,10,2015-10,2015
34,2015-10-01 00:00:00,CACH,EDESASAG,EDESASA GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,0.6,2018-10-08 15:47:17.851306,4,10,2015-10,2015
35,2015-10-01 00:00:00,CACHHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Cuyo,HI,Hidráulica,Hidráulica,120,2018-10-08 15:47:17.851306,4,10,2015-10,2015
36,2015-10-01 00:00:00,CADIHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Noa,HI,Hidráulica,Hidráulica,12.6,2018-10-08 15:47:17.851306,4,10,2015-10,2015
37,2015-10-01 00:00:00,CAFA,EDESASAG,EDESASA GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,3.71,2018-10-08 15:47:17.851306,4,10,2015-10,2015
38,2015-10-01 00:00:00,CALEHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HI,Hidráulica,Hidráulica,4.4,2018-10-08 15:47:17.851306,4,10,2015-10,2015
39,2015-10-01 00:00:00,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Comahue,TG,Térmica,Ciclos Combinados,176.1,2018-10-08 15:47:17.851306,4,10,2015-10,2015
40,2015-10-01 00:00:00,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Comahue,TV,Térmica,Ciclos Combinados,301,2018-10-08 15:47:17.851306,4,10,2015-10,2015
41,2015-10-01 00:00:00,CARL,EPECORDG,EPEC GENERACION,CENTRO,Centro,DI,Térmica,Motor Diesel,11.22,2018-10-08 15:47:17.851306,4,10,2015-10,2015
42,2015-10-01 00:00:00,CARRHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Cuyo,HI,Hidráulica,Hidráulica,17,2018-10-08 15:47:17.851306,4,10,2015-10,2015
43,2015-10-01 00:00:00,CASSHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HI,Hidráulica,Hidráulica,16.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
44,2015-10-01 00:00:00,CAST,CTCASTAG,CT CASTELLI - AGGREKO,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2018-10-08 15:47:17.851306,4,10,2015-10,2015
45,2015-10-01 00:00:00,CATA,EDECATKG,EDECAT GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,17.56,2018-10-08 15:47:17.851306,4,10,2015-10,2015
46,2015-10-01 00:00:00,CATD,CTCATASG,CT CATAMARCA - SECCO,NOROESTE,Noa,DI,Térmica,Motor Diesel,19.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
47,2015-10-01 00:00:00,CAVI,CTCAVISG,CT CAVIAHUE - SECCO,COMAHUE,Comahue,DI,Térmica,Motor Diesel,5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
48,2015-10-01 00:00:00,CCOLHI,CHCARACG,C.H.LOS CARACOLES - EPSE,CUYO,Cuyo,HI,Hidráulica,Hidráulica,121.4,2018-10-08 15:47:17.851306,4,10,2015-10,2015
49,2015-10-01 00:00:00,CCORHI,AESJURAG,AES JURAMENTO,NOROESTE,Noa,HI,Hidráulica,Hidráulica,100.5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
50,2015-10-01 00:00:00,CDPI,CTMENZAG,C. TERMICAS MENDOZA SA,CUYO,Cuyo,TG,Térmica,Turbina a gas,14,2018-10-08 15:47:17.851306,4,10,2015-10,2015
51,2015-10-01 00:00:00,CEJEHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HI,Hidráulica,Hidráulica,1.1,2018-10-08 15:47:17.851306,4,10,2015-10,2015
52,2015-10-01 00:00:00,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,19.6,2018-10-08 15:47:17.851306,4,10,2015-10,2015
53,2015-10-01 00:00:00,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,20,2018-10-08 15:47:17.851306,4,10,2015-10,2015
54,2015-10-01 00:00:00,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,20.08,2018-10-08 15:47:17.851306,4,10,2015-10,2015
55,2015-10-01 00:00:00,CEMO,UGMCEN4G,UGEM 18 - CENTRO - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,9.92,2018-10-08 15:47:17.851306,4,10,2015-10,2015
56,2015-10-01 00:00:00,CERE,CTCERSSG,CT CERES - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,18,2018-10-08 15:47:17.851306,4,10,2015-10,2015
57,2015-10-01 00:00:00,CERI,ECOENERG,ECOENERGÍA - PETROBRAS,BUENOS AIRES,Gba - Litoral - Buenos Aires,TV,Térmica,Turbovapor,13.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
58,2015-10-01 00:00:00,CESPHI,CHCESPEG,CENTRAL HIDRAULICA CESPEDES,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,5.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
59,2015-10-01 00:00:00,CHAR,CTCHARSG,CT CHARATA - SULLAIR,NORESTE,Nea,DI,Térmica,Motor Diesel,19.8,2018-10-08 15:47:17.851306,4,10,2015-10,2015
60,2015-10-01 00:00:00,CHI1FV,CFCHIM1G,C.FOTOV. CHIMBERAS 1-ENARSA,CUYO,Cuyo,FV,Renovable,Solar,2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
61,2015-10-01 00:00:00,CHIL,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,5.04,2018-10-08 15:47:17.851306,4,10,2015-10,2015
62,2015-10-01 00:00:00,CHLE,CTCHILSG,CT CHILECITO - SECCO,NOROESTE,Noa,DI,Térmica,Motor Diesel,10,2018-10-08 15:47:17.851306,4,10,2015-10,2015
63,2015-10-01 00:00:00,CHOCHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,1260,2018-10-08 15:47:17.851306,4,10,2015-10,2015
64,2015-10-01 00:00:00,CIPO,CTCIPOAG,CT CIPOLLETI - AGGREKO,COMAHUE,Comahue,DI,Térmica,Motor Diesel,5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
65,2015-10-01 00:00:00,CIPOHI,CHCIPOLG,CENTRAL HIDRAULICA CIPOLLETTI,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,5.4,2018-10-08 15:47:17.851306,4,10,2015-10,2015
66,2015-10-01 00:00:00,COLB,CTCOLBUG,CT COLON BS.AS - SULLAIR,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,15.3,2018-10-08 15:47:17.851306,4,10,2015-10,2015
67,2015-10-01 00:00:00,CONDHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Cuyo,HI,Hidráulica,Hidráulica,61,2018-10-08 15:47:17.851306,4,10,2015-10,2015
68,2015-10-01 00:00:00,COROHI,GEMSAMEG,GENERADORA ELECTRICA MENDOZ.SA,CUYO,Cuyo,HI,Hidráulica,Hidráulica,6.64,2018-10-08 15:47:17.851306,4,10,2015-10,2015
69,2015-10-01 00:00:00,CORR,CTCORRAG,CT CORRIENTES - AGGREKO,NORESTE,Nea,DI,Térmica,Motor Diesel,20,2018-10-08 15:47:17.851306,4,10,2015-10,2015
70,2015-10-01 00:00:00,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,528.8,2018-10-08 15:47:17.851306,4,10,2015-10,2015
71,2015-10-01 00:00:00,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,322.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
72,2015-10-01 00:00:00,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TV,Térmica,Turbovapor,1131,2018-10-08 15:47:17.851306,4,10,2015-10,2015
73,2015-10-01 00:00:00,CPIEHI,CASAPIEG,CENTRAL CASA DE PIEDRA,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,60,2018-10-08 15:47:17.851306,4,10,2015-10,2015
74,2015-10-01 00:00:00,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Patagonia,TG,Térmica,Turbina a gas,73,2018-10-08 15:47:17.851306,4,10,2015-10,2015
75,2015-10-01 00:00:00,CSAR,CTCSARSG,CT CAPITAN SARMIENTO - SECCO,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
76,2015-10-01 00:00:00,CUMO,UGMCUYOG,UGEM 03 - CUYO - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,20.001,2018-10-08 15:47:17.851306,4,10,2015-10,2015
77,2015-10-01 00:00:00,CURU,CTCURU2G,CT CONC.DEL URUGUAY II-EMGASUD,LITORAL,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,21.12,2018-10-08 15:47:17.851306,4,10,2015-10,2015
78,2015-10-01 00:00:00,CURU,CTCURUGG,CT CONC.DEL URUGUAY - EMGASUD,LITORAL,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,20.67,2018-10-08 15:47:17.851306,4,10,2015-10,2015
79,2015-10-01 00:00:00,CVIEHI,CVIENTOG,HIDR.CUESTA DEL VIENTO - EPSE,CUYO,Cuyo,HI,Hidráulica,Hidráulica,10.55,2018-10-08 15:47:17.851306,4,10,2015-10,2015
80,2015-10-01 00:00:00,DFUN,EPECORDG,EPEC GENERACION,CENTRO,Centro,DI,Térmica,Motor Diesel,3.12,2018-10-08 15:47:17.851306,4,10,2015-10,2015
81,2015-10-01 00:00:00,DFUN,EPECORDG,EPEC GENERACION,CENTRO,Centro,TG,Térmica,Turbina a gas,32,2018-10-08 15:47:17.851306,4,10,2015-10,2015
82,2015-10-01 00:00:00,DIADEO,HYCHICOG,HYCHICO P. EOLICO DIADEMA,PATAGONICA,Patagonia,EO,Renovable,Eólica,6.3,2018-10-08 15:47:17.851306,4,10,2015-10,2015
83,2015-10-01 00:00:00,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,55,2018-10-08 15:47:17.851306,4,10,2015-10,2015
84,2015-10-01 00:00:00,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,512.9,2018-10-08 15:47:17.851306,4,10,2015-10,2015
85,2015-10-01 00:00:00,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,72,2018-10-08 15:47:17.851306,4,10,2015-10,2015
86,2015-10-01 00:00:00,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,284.6,2018-10-08 15:47:17.851306,4,10,2015-10,2015
87,2015-10-01 00:00:00,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,567,2018-10-08 15:47:17.851306,4,10,2015-10,2015
88,2015-10-01 00:00:00,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,PATAGONICA,Patagonia,TG,Térmica,Ciclos Combinados,42,2018-10-08 15:47:17.851306,4,10,2015-10,2015
89,2015-10-01 00:00:00,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,PATAGONICA,Patagonia,TV,Térmica,Ciclos Combinados,21,2018-10-08 15:47:17.851306,4,10,2015-10,2015
90,2015-10-01 00:00:00,EMBA,NUCLEOEG,NUCLEOELECTRICA ARG. SA,CENTRO,Centro,NU,Nuclear,Nuclear,648,2018-10-08 15:47:17.851306,4,10,2015-10,2015
91,2015-10-01 00:00:00,ENSE,LAPLATAC,LA PLATA COGENERACION SA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,128,2018-10-08 15:47:17.851306,4,10,2015-10,2015
92,2015-10-01 00:00:00,ESCAHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Noa,HI,Hidráulica,Hidráulica,24,2018-10-08 15:47:17.851306,4,10,2015-10,2015
93,2015-10-01 00:00:00,ESQD,CTESQUSG,CT ESQUINA - SOENERGY,NORESTE,Nea,DI,Térmica,Motor Diesel,16.5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
94,2015-10-01 00:00:00,ETIGHI,HIDIAMAG,H. DIAMANTE SA,CUYO,Cuyo,HI,Hidráulica,Hidráulica,14,2018-10-08 15:47:17.851306,4,10,2015-10,2015
95,2015-10-01 00:00:00,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,Comahue,TG,Térmica,Turbina a gas,62.9,2018-10-08 15:47:17.851306,4,10,2015-10,2015
96,2015-10-01 00:00:00,FORD,CTFORMAG,CT FORMOSA - APR ENERGY,NORESTE,Nea,DI,Térmica,Motor Diesel,30,2018-10-08 15:47:17.851306,4,10,2015-10,2015
97,2015-10-01 00:00:00,FSIMHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HI,Hidráulica,Hidráulica,10.5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
98,2015-10-01 00:00:00,FUTAHI,HFUTALEG,HIDROELECTRICA FUTALEUFU SA,PATAGONICA,Patagonia,HI,Hidráulica,Hidráulica,472,2018-10-08 15:47:17.851306,4,10,2015-10,2015
99,2015-10-01 00:00:00,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,593.02,2018-10-08 15:47:17.851306,4,10,2015-10,2015
100,2015-10-01 00:00:00,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,BUENOS AIRES,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,275.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
101,2015-10-01 00:00:00,GBMO,UGMGB10G,UGEM 26 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,28,2018-10-08 15:47:17.851306,4,10,2015-10,2015
102,2015-10-01 00:00:00,GBMO,UGMGB11G,UGEM 23 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,49.98,2018-10-08 15:47:17.851306,4,10,2015-10,2015
103,2015-10-01 00:00:00,GBMO,UGMGBA1G,UGEM 01 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,19.995,2018-10-08 15:47:17.851306,4,10,2015-10,2015
104,2015-10-01 00:00:00,GBMO,UGMGBA2G,UGEM 02 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,20.006,2018-10-08 15:47:17.851306,4,10,2015-10,2015
105,2015-10-01 00:00:00,GBMO,UGMGBA3G,UGEM 07 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,20,2018-10-08 15:47:17.851306,4,10,2015-10,2015
106,2015-10-01 00:00:00,GBMO,UGMGBA4G,UGEM 12 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,15.004,2018-10-08 15:47:17.851306,4,10,2015-10,2015
107,2015-10-01 00:00:00,GBMO,UGMGBA5G,UGEM 13 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,15.004,2018-10-08 15:47:17.851306,4,10,2015-10,2015
108,2015-10-01 00:00:00,GBMO,UGMGBA6G,UGEM 14 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,20,2018-10-08 15:47:17.851306,4,10,2015-10,2015
109,2015-10-01 00:00:00,GBMO,UGMGBA7G,UGEM 15 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,20,2018-10-08 15:47:17.851306,4,10,2015-10,2015
110,2015-10-01 00:00:00,GBMO,UGMGBA8G,UGEM 25 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,32,2018-10-08 15:47:17.851306,4,10,2015-10,2015
111,2015-10-01 00:00:00,GBMO,UGMGBA9G,UGEM 22 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,50,2018-10-08 15:47:17.851306,4,10,2015-10,2015
112,2015-10-01 00:00:00,GBMO,UGMGB12G,UGEM 21 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,18.92,2018-10-08 15:47:17.851306,4,10,2015-10,2015
113,2015-10-01 00:00:00,GBMO,UGMGB13G,UGEM 24 - GBA - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,50.004,2018-10-08 15:47:17.851306,4,10,2015-10,2015
114,2015-10-01 00:00:00,GEBA,GENELBAG,GENELBA - PETROBRAS,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,437.4,2018-10-08 15:47:17.851306,4,10,2015-10,2015
115,2015-10-01 00:00:00,GEBA,GENELBAG,GENELBA - PETROBRAS,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,236.2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
116,2015-10-01 00:00:00,GEBA,GENELPLG,GENELBA PLUS- PETROBRAS,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,164.55,2018-10-08 15:47:17.851306,4,10,2015-10,2015
117,2015-10-01 00:00:00,GOYD,CTGOYASG,CT GOYA - SECCO,NORESTE,Nea,DI,Térmica,Motor Diesel,13,2018-10-08 15:47:17.851306,4,10,2015-10,2015
118,2015-10-01 00:00:00,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,NOROESTE,Noa,TG,Térmica,Turbina a gas,100,2018-10-08 15:47:17.851306,4,10,2015-10,2015
119,2015-10-01 00:00:00,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,NOROESTE,Noa,TV,Térmica,Turbovapor,261,2018-10-08 15:47:17.851306,4,10,2015-10,2015
120,2015-10-01 00:00:00,HON1FV,CFCAHO1G,C.FOTOV. CAÑADA HONDA I-ENARSA,CUYO,Cuyo,FV,Renovable,Solar,2,2018-10-08 15:47:17.851306,4,10,2015-10,2015
121,2015-10-01 00:00:00,HON2FV,CFCAHO2G,C.FOTOV. CAÑADA HONDA 2-ENARSA,CUYO,Cuyo,FV,Renovable,Solar,3,2018-10-08 15:47:17.851306,4,10,2015-10,2015
122,2015-10-01 00:00:00,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,NOROESTE,Noa,TG,Térmica,Turbina a gas,120,2018-10-08 15:47:17.851306,4,10,2015-10,2015
123,2015-10-01 00:00:00,INMO,UGMBAI2G,UGEM 16 - BA INT - ENARSA,(en blanco),Unidades Móviles,GM,Térmica,Motor Diesel,10,2018-10-08 15:47:17.851306,4,10,2015-10,2015
124,2015-10-01 00:00:00,INTA,CTINTASG,CT INTA CATAMARCA - SECCO,NOROESTE,Noa,DI,Térmica,Motor Diesel,7,2018-10-08 15:47:17.851306,4,10,2015-10,2015
125,2015-10-01 00:00:00,ISVE,CTISLAAG,CT ISLA VERDE - AGGREKO,CENTRO,Centro,DI,Térmica,Motor Diesel,24.5,2018-10-08 15:47:17.851306,4,10,2015-10,2015
126,2015-10-01 00:00:00,ITAT,CTITATTG,CT ITATI - TURBODISEL,NORESTE,Nea,DI,Térmica,Motor Diesel,6,2018-10-08 15:47:17.851306,4,10,2015-10,2015
127,2015-10-01 00:00:00,JUAR,CTJUARSG,CT ING JUAREZ - SECCO,NORESTE,Nea,DI,Térmica,Motor Diesel,4,2018-10-08 15:47:17.851306,4,10,2015-10,2015
128,2015-10-01 00:00:00,JUNI,CTJUNISG,CT JUNIN - SOENERGY,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,22,2018-10-08 15:47:17.851306,4,10,2015-10,2015
